# x_m,y_m,w_tr_right_m,w_tr_left_m
-0.7000,-8.6040,0.5058,0.5058
-0.6200,-8.6105,0.5058,0.5058
-0.5400,-8.6125,0.5174,0.5174
-0.4600,-8.6181,0.5226,0.5226
-0.3800,-8.6208,0.5254,0.5254
-0.3000,-8.6199,0.5262,0.5262
-0.2200,-8.6238,0.5223,0.5223
-0.1400,-8.6323,0.5175,0.5175
-0.0600,-8.6377,0.5101,0.5101
0.0200,-8.6415,0.5110,0.5110
0.1000,-8.6463,0.5163,0.5163
0.1800,-8.6550,0.5250,0.5250
0.2600,-8.6641,0.5338,0.5338
0.3400,-8.6759,0.5463,0.5463
0.4200,-8.6904,0.5686,0.5686
0.5000,-8.7025,0.5974,0.5974
0.5800,-8.7118,0.6154,0.6154
0.6600,-8.7171,0.6249,0.6249
0.7400,-8.7233,0.6320,0.6320
0.8200,-8.7287,0.6319,0.6319
0.9000,-8.7254,0.6352,0.6352
0.9800,-8.7142,0.6542,0.6542
1.0600,-8.7091,0.6752,0.6752
1.1400,-8.7147,0.6844,0.6844
1.2200,-8.7174,0.6871,0.6871
1.3000,-8.7127,0.6894,0.6894
1.3800,-8.7034,0.6891,0.6891
1.4600,-8.7006,0.6948,0.6948
1.5400,-8.7078,0.7102,0.7102
1.6200,-8.7117,0.7237,0.7237
1.7000,-8.6966,0.7283,0.7283
1.7800,-8.6714,0.7258,0.7258
1.8600,-8.6405,0.7192,0.7192
1.9400,-8.5996,0.7116,0.7116
2.0204,-8.5533,0.7079,0.7079
2.0993,-8.5038,0.7007,0.7007
2.1894,-8.4242,0.6828,0.6828
2.2583,-8.3555,0.6591,0.6591
