# x_m,y_m,w_tr_right_m,w_tr_left_m
-31.8847,-6.9273,1.2501,1.2501
-31.3643,-6.8251,1.2512,1.2512
-30.8439,-6.7186,1.2511,1.2511
-30.3235,-6.6160,1.2498,1.2498
-29.8031,-6.5131,1.2458,1.2458
-29.2827,-6.3992,1.2481,1.2481
-28.7623,-6.2831,1.2501,1.2501
-28.2419,-6.1736,1.2468,1.2468
-27.7215,-6.0625,1.2464,1.2464
-27.2011,-5.9491,1.2486,1.2486
-26.6807,-5.8354,1.2489,1.2489
-26.1603,-5.7209,1.2505,1.2505
-25.6399,-5.6123,1.2455,1.2455
-25.1195,-5.5025,1.2467,1.2467
-24.5991,-5.3930,1.2470,1.2470
-24.0787,-5.2819,1.2469,1.2469
-23.5583,-5.1659,1.2506,1.2506
-23.0379,-5.0579,1.2469,1.2469
-22.5175,-4.9450,1.2495,1.2495
-21.9971,-4.8338,1.2477,1.2477
-21.4767,-4.7219,1.2489,1.2489
-20.9563,-4.6124,1.2461,1.2461
-20.4359,-4.5013,1.2461,1.2461
-19.9155,-4.3853,1.2501,1.2501
-19.3951,-4.2773,1.2469,1.2469
-18.8747,-4.1652,1.2490,1.2490
-18.3543,-4.0510,1.2496,1.2496
-17.8339,-3.9325,1.2526,1.2526
-17.3135,-3.8220,1.2480,1.2480
-16.7931,-3.7099,1.2478,1.2478
-16.2727,-3.5956,1.2496,1.2496
-15.7523,-3.4799,1.2511,1.2511
-15.2319,-3.3635,1.2501,1.2501
-14.7115,-3.2472,1.2502,1.2502
-14.1911,-3.1314,1.2504,1.2504
-13.6707,-3.0158,1.2508,1.2508
-13.1503,-2.8997,1.2509,1.2509
-12.6299,-2.7865,1.2503,1.2503
-12.1095,-2.6705,1.2507,1.2507
-11.5891,-2.5531,1.2514,1.2514
-11.0687,-2.4399,1.2489,1.2489
-10.5483,-2.3304,1.2474,1.2474
-10.0279,-2.2152,1.2497,1.2497
-9.5075,-2.0995,1.2506,1.2506
-8.9871,-1.9837,1.2504,1.2504
-8.4667,-1.8674,1.2501,1.2501
-7.9463,-1.7510,1.2502,1.2502
-7.4259,-1.6373,1.2492,1.2492
-6.9055,-1.5257,1.2485,1.2485
-6.3851,-1.4120,1.2489,1.2489
-5.8647,-1.2983,1.2499,1.2499
-5.3443,-1.1850,1.2490,1.2490
-4.8239,-1.0739,1.2481,1.2481
-4.3035,-0.9644,1.2471,1.2471
-3.7831,-0.8546,1.2449,1.2449
-3.2627,-0.7433,1.2473,1.2473
-2.7423,-0.6345,1.2465,1.2465
-2.2219,-0.5216,1.2487,1.2487
-1.7015,-0.4118,1.2459,1.2459
-1.1811,-0.3031,1.2455,1.2455
-0.6607,-0.1951,1.2451,1.2451
-0.1403,-0.0792,1.2501,1.2501
0.3801,0.0320,1.2481,1.2481
0.9005,0.1415,1.2471,1.2471
1.4209,0.2513,1.2449,1.2449
1.9413,0.3626,1.2473,1.2473
2.4617,0.4713,1.2464,1.2464
2.9821,0.5843,1.2495,1.2495
3.5025,0.6955,1.2477,1.2477
4.0229,0.8074,1.2489,1.2489
4.5433,0.9169,1.2465,1.2465
5.0637,1.0301,1.2481,1.2481
5.5841,1.1474,1.2514,1.2514
6.1045,1.2635,1.2509,1.2509
6.6249,1.3767,1.2503,1.2503
7.1453,1.4927,1.2507,1.2507
7.6657,1.6104,1.2507,1.2507
8.1861,1.7286,1.2515,1.2515
8.7065,1.8498,1.2524,1.2524
9.2269,1.9706,1.2517,1.2517
9.7473,2.0913,1.2530,1.2530
10.2677,2.2126,1.2527,1.2527
10.7881,2.3367,1.2545,1.2545
11.3085,2.4676,1.2563,1.2563
11.8289,2.5909,1.2522,1.2522
12.3493,2.7121,1.2508,1.2508
12.8697,2.8396,1.2547,1.2547
13.3901,2.9697,1.2571,1.2571
13.9105,3.0998,1.2573,1.2573
14.4309,3.2286,1.2555,1.2555
14.9513,3.3501,1.2516,1.2516
15.4717,3.4744,1.2532,1.2532
15.9921,3.6041,1.2564,1.2564
16.5125,3.7211,1.2526,1.2526
17.0329,3.8371,1.2502,1.2502
17.5533,3.9566,1.2522,1.2522
18.0737,4.0677,1.2470,1.2470
18.5941,4.1746,1.2450,1.2450
19.1145,4.2865,1.2480,1.2480
19.6349,4.3974,1.2484,1.2484
20.1553,4.5166,1.2511,1.2511
20.6757,4.6458,1.2562,1.2562
21.1961,4.7665,1.2537,1.2537
21.7165,4.8819,1.2513,1.2513
22.2369,4.9957,1.2483,1.2483
22.7573,5.0772,1.2134,1.2134
23.2777,5.1152,1.1889,1.1889
23.8070,5.0551,1.2293,1.2293
24.2955,4.7532,1.2588,1.2588
24.7018,4.2604,1.2621,1.2621
25.0597,3.7269,1.2568,1.2568
25.4283,3.2065,1.2569,1.2569
25.7927,2.6861,1.2568,1.2568
26.1559,2.1657,1.2563,1.2563
26.5218,1.6453,1.2567,1.2567
26.8842,1.1249,1.2562,1.2562
27.2470,0.6045,1.2567,1.2567
27.6141,0.0841,1.2558,1.2558
27.9773,-0.4363,1.2558,1.2558
28.3432,-0.9567,1.2567,1.2567
28.7056,-1.4771,1.2562,1.2562
29.0684,-1.9975,1.2567,1.2567
29.4355,-2.5179,1.2558,1.2558
29.7987,-3.0383,1.2558,1.2558
30.1646,-3.5587,1.2567,1.2567
30.5278,-4.0791,1.2558,1.2558
30.8886,-4.5995,1.2575,1.2575
31.2493,-5.1199,1.2573,1.2573
31.6146,-5.6403,1.2571,1.2571
31.9839,-6.1607,1.2573,1.2573
32.3484,-6.6811,1.2562,1.2562
32.7112,-7.2015,1.2567,1.2567
33.0783,-7.7219,1.2561,1.2561
33.4415,-8.2423,1.2567,1.2567
33.8100,-8.7627,1.2576,1.2576
34.1760,-9.2831,1.2563,1.2563
34.5398,-9.8035,1.2568,1.2568
34.9057,-10.3239,1.2568,1.2568
35.2689,-10.8443,1.2559,1.2559
35.6360,-11.3647,1.2568,1.2568
35.9982,-11.8851,1.2549,1.2549
36.3537,-12.4055,1.2569,1.2569
36.6981,-12.9259,1.2591,1.2591
