# x_m,y_m,w_tr_right_m,w_tr_left_m
1.8400,-0.1811,0.5692,0.5692
1.7600,-0.1731,0.5761,0.5761
1.6800,-0.1697,0.5745,0.5745
1.6000,-0.1658,0.5743,0.5743
1.5200,-0.1603,0.5795,0.5795
1.4400,-0.1522,0.5834,0.5834
1.3600,-0.1374,0.5928,0.5928
1.2800,-0.1301,0.6018,0.6018
1.2000,-0.1272,0.6066,0.6066
1.1200,-0.1205,0.6088,0.6088
1.0400,-0.1140,0.6049,0.6049
0.9600,-0.1081,0.6029,0.6029
0.8800,-0.1018,0.6083,0.6083
0.8000,-0.0929,0.6146,0.6146
0.7200,-0.0842,0.6179,0.6179
0.6400,-0.0803,0.6193,0.6193
0.5600,-0.0765,0.6239,0.6239
0.4800,-0.0700,0.6274,0.6274
0.4000,-0.0642,0.6279,0.6279
0.3200,-0.0583,0.6313,0.6313
0.2400,-0.0541,0.6359,0.6359
0.1600,-0.0447,0.6458,0.6458
0.0800,-0.0344,0.6545,0.6545
-0.0000,-0.0246,0.6593,0.6593
-0.0800,-0.0191,0.6608,0.6608
-0.1600,-0.0086,0.6717,0.6717
-0.2400,0.0049,0.6824,0.6824
-0.3200,0.0134,0.6846,0.6846
-0.4000,0.0246,0.6886,0.6886
-0.4800,0.0384,0.6981,0.6981
-0.5600,0.0484,0.7100,0.7100
-0.6400,0.0610,0.7280,0.7280
-0.7200,0.0803,0.7507,0.7507
-0.8000,0.0994,0.7694,0.7694
-0.8800,0.1210,0.7914,0.7914
-0.9600,0.1572,0.8265,0.8265
-1.0400,0.2030,0.8675,0.8675
-1.1200,0.2539,0.9144,0.9144
-1.2015,0.3170,0.9781,0.9781
-1.2775,0.3899,1.0261,1.0261
-1.3434,0.4696,1.0380,1.0380
-1.4029,0.5500,1.0291,1.0291
-1.4660,0.6300,1.0195,1.0195
-1.5226,0.7100,1.0140,1.0140
-1.5712,0.7900,1.0135,1.0135
-1.6179,0.8700,1.0112,1.0112
-1.6652,0.9500,1.0025,1.0025
-1.7087,1.0300,0.9866,0.9866
-1.7486,1.1100,0.9665,0.9665
-1.7887,1.1900,0.9424,0.9424
-1.8227,1.2700,0.9218,0.9218
-1.8536,1.3500,0.9054,0.9054
-1.8823,1.4300,0.8921,0.8921
-1.9064,1.5100,0.8824,0.8824
-1.9302,1.5900,0.8723,0.8723
-1.9536,1.6700,0.8598,0.8598
-1.9736,1.7500,0.8503,0.8503
-1.9968,1.8300,0.8423,0.8423
-2.0190,1.9100,0.8348,0.8348
-2.0409,1.9900,0.8253,0.8253
-2.0628,2.0700,0.8133,0.8133
-2.0809,2.1500,0.8008,0.8008
-2.1012,2.2300,0.7735,0.7735
-2.1192,2.3100,0.7396,0.7396
-2.1306,2.3900,0.7140,0.7140
